2017-10-16 18:00:00,Tracking,3,2,3,1,800,800,0,0,0,0,0,117291.69,262614.19
2017-10-16 18:00:01,Tracking,3,2,3,1,800,601,0,0,0,0,0,117291.69,262588.54
2017-10-16 18:00:02,Tracking,5,2,3,2,800,625,0,0,0,0,0,117395.57,262588.54
2017-10-16 18:00:04,Tracking,10,2,1,2,800,692,0,0,0,0,0,117366.8,262588.54
2017-10-16 18:00:05,Tracking,7,2,1,5,800,570,0,0,0,0,0,117333.23,262497.28
2017-10-16 18:00:07,Tracking,3,2,3,4,800,800,0,0,0,0,0,117333.23,262523.82
2017-10-16 18:00:08,Tracking,6,2,3,4,800,525,0,0,0,0,0,117284.07,262523.82
2017-10-16 18:00:09,Tracking,8,2,1,4,800,742,0,0,0,0,0,117252.5,262524.32
2017-10-16 18:00:11,Tracking,5,2,1,4,800,613,0,0,0,0,0,117220.93,262555.88
2017-10-16 18:00:13,Tracking,7,1,1,1,800,620,0,0,0,0,0,117184.58,262592.23
2017-10-16 18:00:15,Tracking,6,1,2,4,800,588,0,0,0,0,0,117148.63,262592.23
2017-10-16 18:00:16,Tracking,5,1,1,1,800,800,0,0,0,0,0,117121.53,262592.23
2017-10-16 18:00:17,Tracking,4,1,2,1,800,594,0,0,0,0,0,117093.91,262592.23
2017-10-16 18:00:19,Tracking,3,1,2,2,800,623,0,0,0,0,0,117061.95,262592.23
2017-10-16 18:00:21,Tracking,5,1,2,3,800,616,0,0,0,0,0,117026.79,262592.23
2017-10-16 18:00:22,Tracking,2,1,2,3,800,606,0,0,0,0,0,117026.79,262592.23
2017-10-16 18:00:24,Tracking,4,1,2,2,800,417,0,0,0,0,0,116962.45,262592.23
2017-10-16 18:00:26,Tracking,4,2,2,3,800,663,0,0,0,0,0,116962.45,262592.23
2017-10-16 18:00:27,Tracking,2,2,1,2,800,592,0,0,0,0,0,116892.9,262592.23
2017-10-16 18:00:29,Tracking,2,2,1,2,800,800,0,0,0,0,0,116892.9,262592.23
2017-10-16 18:00:30,Tracking,2,1,1,1,800,505,0,0,0,0,0,116892.9,262592.23
2017-10-16 18:00:32,Tracking,3,1,1,1,800,712,0,0,0,0,0,116892.4,262592.23
2017-10-16 18:00:33,Tracking,4,1,2,2,800,758,0,0,0,0,0,116858.46,262592.23
2017-10-16 18:00:35,Tracking,4,2,1,2,800,600,0,0,0,0,0,116858.46,262592.23
2017-10-16 18:00:36,Tracking,3,2,1,2,800,373,0,0,0,0,0,116858.46,262592.23
2017-10-16 18:00:38,Tracking,3,2,3,2,800,602,0,0,0,0,0,116858.46,262592.23
2017-10-16 18:00:39,Tracking,3,2,3,2,800,800,0,0,0,0,0,116858.46,262592.23
2017-10-16 18:00:40,Tracking,3,2,3,1,800,488,0,0,0,0,0,116858.46,262591.73
2017-10-16 18:00:41,Tracking,3,2,3,1,800,595,0,0,0,0,0,116858.46,262568.18
2017-10-16 18:00:42,Tracking,3,2,3,2,800,800,0,0,0,0,0,116858.46,262568.18
2017-10-16 18:00:43,Tracking,10,2,3,2,800,800,0,0,0,0,0,116655.31,262568.18
2017-10-16 18:00:45,Tracking,9,2,2,5,800,615,0,0,0,0,0,116626.56,262494.96
2017-10-16 18:00:47,Tracking,4,2,1,4,800,596,0,0,0,0,0,116626.56,262528.32
2017-10-16 18:00:48,Tracking,3,1,0,1,800,543,0,0,0,0,0,116555.11,262566.52
2017-10-16 18:00:50,Tracking,1,2,1,1,800,539,0,0,0,0,0,116555.11,262599.38
2017-10-16 18:00:52,Tracking,2,2,3,1,800,545,0,0,0,0,0,116493.23,262598.88
2017-10-16 18:00:53,Tracking,2,2,2,1,800,601,0,0,0,0,0,116493.23,262598.88
2017-10-16 18:00:54,Tracking,4,1,2,1,800,518,0,0,0,0,0,116492.73,262598.88
2017-10-16 18:00:56,Tracking,7,1,2,3,800,800,0,0,0,0,0,116462.8,262598.88
2017-10-16 18:00:58,Tracking,7,0,0,4,800,592,0,0,0,0,0,116429.65,262477.91
2017-10-16 18:00:59,Tracking,6,1,1,5,800,676,0,0,0,0,0,116399.71,262507.85
2017-10-16 18:01:01,Tracking,4,1,1,4,800,513,0,0,0,0,0,116368.56,262539.03
2017-10-16 18:01:02,Tracking,2,1,1,3,800,591,0,0,0,0,0,116368.56,262566.01
2017-10-16 18:01:04,Tracking,2,1,1,2,800,601,0,0,0,0,0,116368.56,262566.01
2017-10-16 18:01:05,Tracking,2,1,1,1,800,800,0,0,0,0,0,116368.56,262621.13
2017-10-16 18:01:06,Tracking,2,2,1,1,800,607,0,0,0,0,0,116258.32,262621.13
2017-10-16 18:01:07,Tracking,2,2,3,1,800,390,0,0,0,0,0,116258.32,262620.63
2017-10-16 18:01:09,Tracking,1,2,3,1,800,411,0,0,0,0,0,116258.32,262595.86
2017-10-16 18:01:10,Tracking,1,2,2,1,800,622,0,0,0,0,0,116258.32,262595.86
2017-10-16 18:01:11,Tracking,2,2,2,1,800,800,0,0,0,0,0,116258.32,262595.86
2017-10-16 18:01:12,Tracking,2,2,2,1,800,613,0,0,0,0,0,116258.32,262595.86
2017-10-16 18:01:14,Tracking,1,2,2,1,800,800,0,0,0,0,0,116258.32,262595.86
2017-10-16 18:01:15,Tracking,2,2,3,1,800,622,0,0,0,0,0,116258.32,262467.15
2017-10-16 18:01:16,Tracking,5,2,2,1,800,800,0,0,0,0,0,116257.82,262467.15
2017-10-16 18:01:18,Tracking,1,2,2,1,800,600,0,0,0,0,0,116257.82,262467.15
2017-10-16 18:01:19,Tracking,3,2,2,1,800,604,0,0,0,0,0,116257.82,262467.15
2017-10-16 18:01:21,Tracking,3,2,1,2,800,800,0,0,0,0,0,116257.82,262467.15
2017-10-16 18:01:22,Tracking,3,2,3,2,800,517,0,0,0,0,0,116257.82,262467.15
2017-10-16 18:01:23,Tracking,6,2,3,3,800,595,0,0,0,0,0,116119.46,262302.33
2017-10-16 18:01:24,Tracking,5,2,3,3,800,800,0,0,0,0,0,116098.7,262302.33
2017-10-16 18:01:26,Tracking,5,2,3,3,800,800,0,0,0,0,0,116076.41,262302.33
2017-10-16 18:01:27,Tracking,5,2,3,3,800,435,0,0,0,0,0,116050.15,262302.33
2017-10-16 18:01:29,Tracking,6,1,1,8,800,800,0,0,0,0,0,116012.23,262302.83
2017-10-16 18:01:30,Tracking,1,1,2,2,800,404,0,0,0,0,0,115978.65,262336.44
2017-10-16 18:01:32,Tracking,1,2,2,3,800,401,0,0,0,0,0,115978.65,262336.44
2017-10-16 18:01:33,Tracking,1,2,2,1,800,570,0,0,0,0,0,115978.65,262336.44
2017-10-16 18:01:35,Tracking,5,2,1,1,800,502,0,0,0,0,0,115978.15,262336.44
2017-10-16 18:01:36,Tracking,2,2,1,3,800,800,0,0,0,0,0,115951.1,262336.94
2017-10-16 18:01:38,Tracking,2,2,1,1,800,531,0,0,0,0,0,115951.1,262362.03
2017-10-16 18:01:39,Tracking,2,1,1,1,800,587,0,0,0,0,0,115951.1,262362.03
2017-10-16 18:01:40,Tracking,1,1,2,2,800,653,0,0,0,0,0,115951.1,262362.03
2017-10-16 18:01:42,Tracking,3,1,2,1,800,669,0,0,0,0,0,115950.6,262362.03
2017-10-16 18:01:43,Tracking,3,1,2,1,800,553,0,0,0,0,0,115925.46,262362.03
2017-10-16 18:01:45,Tracking,1,1,2,1,800,800,0,0,0,0,0,115893.2,262362.03
2017-10-16 18:01:46,Tracking,2,2,1,1,800,800,0,0,0,0,0,115893.2,262362.03
2017-10-16 18:01:48,Tracking,2,2,3,1,800,602,0,0,0,0,0,115893.2,262361.53
2017-10-16 18:01:49,Tracking,2,1,1,2,800,701,0,0,0,0,0,115893.2,262361.53
2017-10-16 18:01:51,Tracking,2,1,2,1,800,590,0,0,0,0,0,115893.2,262361.53
2017-10-16 18:01:52,Tracking,2,2,2,1,800,478,0,0,0,0,0,115893.2,262361.53
2017-10-16 18:01:54,Tracking,5,2,2,2,800,574,0,0,0,0,0,115892.7,262241.55
2017-10-16 18:01:55,Tracking,7,2,2,3,800,800,0,0,0,0,0,115866.8,262241.55
2017-10-16 18:01:56,Tracking,4,2,3,3,800,800,0,0,0,0,0,115866.8,262241.55
2017-10-16 18:01:57,Tracking,3,2,3,3,800,800,0,0,0,0,0,115866.8,262241.55
2017-10-16 18:01:58,Tracking,6,2,3,3,800,800,0,0,0,0,0,115794.8,262241.55
2017-10-16 18:02:00,Tracking,5,2,1,4,800,559,0,0,0,0,0,115768.0,262242.05
2017-10-16 18:02:01,Tracking,4,2,1,2,800,800,0,0,0,0,0,115768.0,262242.05
2017-10-16 18:02:02,Tracking,4,2,3,2,800,632,0,0,0,0,0,115768.0,262242.05
2017-10-16 18:02:04,Tracking,1,1,3,2,800,621,0,0,0,0,0,115688.86,262242.05
2017-10-16 18:02:06,Tracking,1,1,1,2,800,619,0,0,0,0,0,115688.86,262242.05
2017-10-16 18:02:07,Tracking,1,1,1,1,800,800,0,0,0,0,0,115688.86,262382.12
2017-10-16 18:02:08,Tracking,2,2,1,1,800,623,0,0,0,0,0,115688.86,262382.12
2017-10-16 18:02:10,Tracking,2,2,1,1,800,624,0,0,0,0,0,115688.86,262382.12
2017-10-16 18:02:11,Tracking,1,2,3,1,800,709,0,0,0,0,0,115688.86,262381.62
2017-10-16 18:02:13,Tracking,2,2,3,1,800,627,0,0,0,0,0,115688.86,262353.63
2017-10-16 18:02:14,Tracking,2,2,2,1,800,783,0,0,0,0,0,115688.86,262353.63
2017-10-16 18:02:15,Tracking,2,2,4,1,800,616,0,0,0,0,0,115688.86,262301.26
2017-10-16 18:02:17,Tracking,2,2,1,1,800,510,0,0,0,0,0,115688.86,262272.08
2017-10-16 18:02:18,Tracking,2,2,1,1,800,686,0,0,0,0,0,115688.86,262272.08
2017-10-16 18:02:19,Tracking,2,2,1,1,800,464,0,0,0,0,0,115688.86,262272.08
2017-10-16 18:02:20,Tracking,2,2,3,1,800,343,0,0,0,0,0,115688.86,262271.58
2017-10-16 18:02:22,Tracking,2,2,2,1,800,385,0,0,0,0,0,115688.86,262271.58
2017-10-16 18:02:23,Tracking,2,2,3,1,800,800,0,0,0,0,0,115688.86,262219.03
2017-10-16 18:02:24,Tracking,2,2,3,1,800,800,0,0,0,0,0,115688.86,262194.49
2017-10-16 18:02:26,Tracking,1,2,3,1,800,594,0,0,0,0,0,115688.86,262166.89
2017-10-16 18:02:27,Tracking,2,2,1,1,800,594,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:29,Tracking,2,2,2,1,800,800,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:30,Tracking,1,2,2,2,800,800,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:32,Tracking,4,2,2,3,800,618,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:33,Tracking,2,2,5,3,800,401,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:35,Tracking,3,2,2,2,800,430,0,0,0,0,0,115688.86,262134.92
2017-10-16 18:02:36,Tracking,3,1,2,1,800,459,0,0,0,0,0,115688.36,262134.92
2017-10-16 18:02:38,Tracking,5,1,2,2,800,674,0,0,0,0,0,115655.19,262134.92
2017-10-16 18:02:39,Tracking,3,1,2,3,800,712,0,0,0,0,0,115625.21,262134.92
2017-10-16 18:02:41,Tracking,6,1,2,2,800,793,0,0,0,0,0,115595.23,262134.92
2017-10-16 18:02:42,Tracking,3,0,2,2,800,621,0,0,0,0,0,115563.24,262134.92
